id,title,ingredients,steps,time_min,tags
123,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",50,"[""суп"", ""українська кухня""]"
124,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",76,"[""салат"", ""холодна страва""]"
125,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",86,"[""гаряча страва"", ""борошняне""]"
126,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",67,"[""гаряча страва"", ""борошняне""]"
127,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",85,"[""гаряча страва"", ""борошняне""]"
128,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",43,"[""суп"", ""українська кухня""]"
129,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",48,"[""салат"", ""холодна страва""]"
130,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",60,"[""салат"", ""холодна страва""]"
131,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",42,"[""суп"", ""українська кухня""]"
132,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",73,"[""гаряча страва"", ""борошняне""]"
133,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",62,"[""суп"", ""гаряча страва"", ""обід""]"
134,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",79,"[""суп"", ""гаряча страва"", ""обід""]"
135,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",73,"[""салат"", ""холодна страва""]"
136,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",35,"[""гаряча страва"", ""запечене""]"
137,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",65,"[""суп"", ""українська кухня""]"
138,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",83,"[""гаряча страва"", ""запечене""]"
139,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",29,"[""салат"", ""холодна страва""]"
140,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",82,"[""гаряча страва"", ""борошняне""]"
141,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",52,"[""суп"", ""українська кухня""]"
142,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",61,"[""суп"", ""українська кухня""]"
143,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",30,"[""суп"", ""українська кухня""]"
144,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",61,"[""суп"", ""гаряча страва"", ""обід""]"
145,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",75,"[""гаряча страва"", ""запечене""]"
146,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",19,"[""салат"", ""холодна страва""]"
147,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",40,"[""суп"", ""українська кухня""]"
148,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",52,"[""суп"", ""українська кухня""]"
149,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",46,"[""суп"", ""українська кухня""]"
150,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",28,"[""суп"", ""українська кухня""]"
151,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",27,"[""салат"", ""холодна страва""]"
152,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",35,"[""суп"", ""українська кухня""]"
153,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",22,"[""суп"", ""гаряча страва"", ""обід""]"
154,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",27,"[""суп"", ""українська кухня""]"
155,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",64,"[""салат"", ""холодна страва""]"
156,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",21,"[""суп"", ""гаряча страва"", ""обід""]"
157,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",65,"[""салат"", ""холодна страва""]"
158,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",46,"[""салат"", ""холодна страва""]"
159,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",32,"[""суп"", ""гаряча страва"", ""обід""]"
160,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",21,"[""суп"", ""українська кухня""]"
161,Курячий суп з локшиною,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",46,"[""суп"", ""гаряча страва"", ""обід""]"
162,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",46,"[""гаряча страва"", ""борошняне""]"
163,Печена риба з овочами,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",52,"[""гаряча страва"", ""запечене""]"
164,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",15,"[""гаряча страва"", ""борошняне""]"
165,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",47,"[""гаряча страва"", ""борошняне""]"
166,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",19,"[""суп"", ""українська кухня""]"
167,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",23,"[""суп"", ""українська кухня""]"
168,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",33,"[""гаряча страва"", ""запечене""]"
169,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",19,"[""гаряча страва"", ""запечене""]"
170,Гречка з грибами,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",29,"[""гаряча страва"", ""борошняне""]"
171,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",51,"[""суп"", ""українська кухня""]"
172,Борщ український,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",39,"[""суп"", ""українська кухня""]"
173,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",83,"[""суп"", ""гаряча страва"", ""обід""]"
174,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",26,"[""салат"", ""холодна страва""]"
175,Олів'є класичний,"[{""name"": ""свинина"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""буряк"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""капуста"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""томатна паста"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити м'ясо"", ""Додати овочі та томатну пасту"", ""Варити 40 хв""]",69,"[""суп"", ""українська кухня""]"
176,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",34,"[""салат"", ""холодна страва""]"
177,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",23,"[""гаряча страва"", ""борошняне""]"
178,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",32,"[""салат"", ""холодна страва""]"
179,Паста з томатним соусом,"[{""name"": ""курка"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""морква"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""цибуля"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Нарізати овочі"", ""Закип'ятити воду"", ""Додати курку та варити 30 хв"", ""Додати овочі та варити ще 10 хв""]",87,"[""суп"", ""гаряча страва"", ""обід""]"
180,Салат з буряком та фетою,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",63,"[""салат"", ""холодна страва""]"
181,Плов з куркою,"[{""name"": ""риба"", ""qty"": 500, ""unit"": ""г"", ""optional"": false}, {""name"": ""цукіні"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}, {""name"": ""перець болгарський"", ""qty"": 1, ""unit"": ""шт"", ""optional"": false}]","[""Порізати рибу"", ""Запекти разом з овочами при 180°C протягом 25 хв""]",46,"[""гаряча страва"", ""запечене""]"
182,Сирники з сметаною,"[{""name"": ""буряк"", ""qty"": 200, ""unit"": ""г"", ""optional"": false}, {""name"": ""фета"", ""qty"": 100, ""unit"": ""г"", ""optional"": false}, {""name"": ""оливкова олія"", ""qty"": 2, ""unit"": ""ст. л."", ""optional"": false}]","[""Відварити буряк"", ""Нарізати фету"", ""Змішати все з олією""]",37,"[""салат"", ""холодна страва""]"
183,Вареники з картоплею,"[{""name"": ""борошно"", ""qty"": 300, ""unit"": ""г"", ""optional"": false}, {""name"": ""картопля"", ""qty"": 400, ""unit"": ""г"", ""optional"": false}, {""name"": ""сіль"", ""qty"": 1, ""unit"": ""ч. л."", ""optional"": false}]","[""Замісити тісто"", ""Приготувати начинку з картоплі"", ""Зліпити вареники"", ""Відварити 7 хв""]",23,"[""гаряча страва"", ""борошняне""]"
